Fecha de inicio,Fecha de finalización,Tipo de respuesta,Dirección IP,Progreso,Duración (en segundos),Finalizado,Fecha registrada,ID de respuesta,Apellido del destinatario,Nombre del destinatario,Correo electrónico del destinatario,Referencia a datos externos,Latitud de la ubicación,Longitud de la ubicación,Canal de la distribución,Idioma del usuario,1. Nivel socioeconómico al que usted pertenece,2. Situación laboral actual - Selected Choice,2. Situación laboral actual - Otro - Texto,3. Ocupación para la que está capacitada,4. Ubicación geográfica - Selected Choice,4. Ubicación geográfica - Otra ciudad - Texto,5. ¿Qué porcentaje máximo de los ingresos mensuales familiares puede pagar a sus trabajadoras del  hogar?,6. Nivel de escolaridad,7. Identidad sexual con la que usted se reconoce​,8. Edad,"9. ¿Platica con sus vecinos, familiares o amigos sobre las condiciones laborales de sus trabajadoras del hogar (salarios, horarios, tareas, desempeño, etc.)?",10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Selected Choice,10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Otra - Texto,11. ¿Quién define el salario y la contratación de las trabajadoras del hogar?,12. El salario que usted ofrece se encuentra:,13. ¿Cómo considera al salario que ofrece? (puede elegir una o más opciones),14. ¿Qué criterios considera más importantes para establecer que su empleada tiene un buen desempeño laboral? (puede elegir una o más opciones),15. Motivos por los que alguna vez ha tenido que despedir a  alguna empleada (puede elegir una o más opciones),16. ¿En qué condiciones considera pertinente ajustar los salarios?​ (puede elegir una o más opciones),17. ¿Qué tipo de decisiones toma la empleada al momento de establecer la relación laboral? (puede elegir una o más opciones),18. ¿Qué tan seguido realiza ajustes a los salarios? (puede elegir una o más opciones),19. ¿Qué suele hacer para conseguir a sus trabajadoras del hogar? (puede elegir una o más opciones),20. ¿Qué criterios son los más importantes al momento de contratar a una empleada? (puede elegir una o más opciones),21. ¿A qué tipo de recomendaciones le da más importancia? (puede elegir una o más opciones),22. ¿Qué tipo de empleo le ofrece a sus trabajadoras del hogar?,23. ¿Cuántas trabajadoras del hogar suele tener en casa al mismo tiempo? ​,24. ¿Ofrece algún tipo de prestación laboral? (puede elegir una o más opciones),25. ¿Considera usted que las prestaciones del IMSS (servicios médicos y pensión laboral) son convenientes para sus trabajadoras del hogar? (puede elegir una o más opciones),26. ¿Bajo qué condiciones estaría dispuesta a registrar a su empleada en el IMSS? (puede elegir una o más opciones)
04/05/2023 22:40,04/05/2023 22:53,IP Address,187.189.91.97,100,766,True,04/05/2023 22:53,R_1qaJbhxScdxbuIg,,,,,19.4326,-99.1332,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Otra ciudad,,Entre el 1 y el 3 %,Licenciatura,Mujer,Entre 51 y 60,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,"Un pago digno que le permite a la empleada vivir con decoro,Justo en tanto que es lo que usted puede pagar","Es confiable,Realiza tareas diversas (cocina, plancha, etc.)",Por una caída en los ingresos del hogar,Cuando me percato que existen una gran disponibilidad de trabajadoras,Negocia con usted el salario a recibir,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Tareas que puede realizar",Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Préstamos personales","No, porque no me alcanza para pagarlo",Si la empleada fuera de tiempo completo
04/05/2023 23:27,04/05/2023 23:41,IP Address,104.28.91.72,100,831,True,04/05/2023 23:41,R_1FeoBlT0ofSmRha,,,,,21.1757,-86.8489,anonymous,ES,Clase media-alta,Administra un negocio con empleados,,Profesionista o técnico especializado,Otra ciudad,,Entre el 5.1 y el 7%,Posgrado,Mujer,Entre 41 y 50 años,"Si, pero solo cuando se trata de familiares o amigos",Documentos de empleos y salarios,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa",Por desconfianza,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Experiencia laboral",Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Transporte,IMSS,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes,Préstamos personales,Apoyos educativos","Si, porque cobija a mis empleadas",Sin condicionamiento alguno
05/05/2023 06:34,05/05/2023 06:43,IP Address,187.190.189.36,100,489,True,05/05/2023 06:43,R_bmfhs0ghIvEIaDD,,,,,19.3422,-99.1789,anonymous,ES,Clase media-baja,Trabajador por cuenta propia,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Mujer,Entre 41 y 50 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,Es dedicada,Por una caída en los ingresos del hogar,Cuando me entero que hay una modificación en los salarios mínimos,"Negocia con usted el salario a recibir,Ella establece los días, horas y el horario",De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones verbales de familiares de la empleada,No más de dos días a la semana (menos de 15 horas),Una sola,Una o más comidas al día,"No, porque no me alcanza para pagarlo",Si no tuviera que pagar la cuota patronal correspondiente
05/05/2023 06:46,05/05/2023 06:56,IP Address,189.238.98.195,100,562,True,05/05/2023 06:56,R_3iXvWzmaGMduvQC,,,,,18.5755,-91.6965,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Otra ciudad,Villahermosa Tabasco,Entre el 9.1 y 11 %,Licenciatura,Mujer,Entre 41 y 50 años,Tanto con familiares como  con vecinos,"Salarios que pagan los familiares o amigos,Salario mínimo",,Ambos,Por debajo del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)",Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,"Ella sugiere su salario,Negocia con usted el salario a recibir",Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Su edad,Recomendaciones de conocidos,Experiencia laboral","Recomendaciones de mis amigos y familiares,Cartas de recomendación de desconocidos",No más de dos días a la semana (menos de 15 horas),Una sola,"Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","No, porque no me alcanza para pagarlo","Si los trámites son sencillos,Si lleva trabajando varios años con usted,Si me obligan por ley,Si no tuviera que pagar la cuota patronal correspondiente,Si no tuviera que pagar liquidaciones laborales"
05/05/2023 09:27,05/05/2023 09:31,IP Address,189.203.169.82,100,222,True,05/05/2023 09:31,R_216PBcsuQzFqZgk,,,,,20.0807,-98.3692,anonymous,ES,Ninguna de las anteriores,Trabajador por cuenta propia,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 3.1 y el 5%,Licenciatura,Mujer,Entre 41 y 50 años,Nunca tocamos ese tema,"Salarios que pagan los vecinos,Salarios que pagan los familiares o amigos",,Usted,Por debajo del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,Es confiable,Por desconfianza,Cuando los salarios que pagan los vecinos se incrementan o se reducen,Negocia con usted el salario a recibir,De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,Ninguna,"Si, porque cobija a mis empleadas",Si lleva trabajando varios años con usted
05/05/2023 10:07,05/05/2023 10:16,IP Address,187.130.117.1,100,542,True,05/05/2023 10:16,R_3NChEPR3oJIjR5t,,,,,19.0436,-98.1981,anonymous,ES,Clase media-alta,Estudiante,,"Funcionario, director o jefe",Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Hombre,Entre 18 y 30 años,Nunca tocamos ese tema,Salarios que pagan los familiares o amigos,,Ambos,No lo sabe,Relacionado a sus cualificaciones y desempeño laboral,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)","Por desconfianza,Por incompetencia",Cuando me entero que hay una modificación en los salarios mínimos,Acepta o rechaza la propuesta de trabajo que usted le hace,"Al inicio de cada año,De forma irregular,Cuando la empleada amenaza con irse","Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Tareas que puede realizar,Personalidad y apariencia","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Aguinaldo","Si, porque cobija a mis empleadas,No, porque incentiva demandas laborales injustificadas","Si los trámites son sencillos,Si lleva trabajando varios años con usted,Si me obligan por ley,Si no tuviera que pagar la cuota patronal correspondiente,Si no tuviera que pagar liquidaciones laborales"
05/05/2023 11:46,05/05/2023 11:51,IP Address,187.202.4.26,100,297,True,05/05/2023 11:51,R_TuRGXwjJnuwvLlD,,,,,19.3946,-99.1178,anonymous,ES,Clase media-alta,Otro,Empresario,Trabajador auxiliar en actividad administrativa,Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Hombre,Más de 61 años,"Si, pero solo cuando se trata de familiares o amigos",Salario mínimo,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Es confiable,Por desconfianza,"Cuando me entero que hay una modificación en los salarios mínimos,Cuando me percato que existen una gran disponibilidad de trabajadoras",Negocia con usted el salario a recibir,Al inicio de cada año,Le pregunto a trabajadores conocido,Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,Vacaciones con goce de sueldo,"No, porque la empleada no lo valora",Si me obligan por ley
05/05/2023 11:48,05/05/2023 11:58,IP Address,189.203.2.163,100,627,True,05/05/2023 11:58,R_1IsZ7PHMUmL8OVR,,,,,19.4854,-99.1793,anonymous,ES,Clase media-alta,Trabajador por cuenta propia,,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",Ciudad de México o área conurbada,,Entre el 3.1 y el 5%,Licenciatura,Hombre,Entre 51 y 60,Nunca tocamos ese tema,Salarios que pagan los familiares o amigos,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es dedicada,Es respetuosa",Por desconfianza,"Cuando me entero que hay una modificación en los salarios mínimos,Cuando considero que los salarios se han estancado en relación con la inflación  observada",Negocia con usted el salario a recibir,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Experiencia laboral",Recomendaciones de mis amigos y familiares,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,"Una o más comidas al día,IMSS,Aguinaldo","Si, porque cobija a mis empleadas",Sin condicionamiento alguno
05/05/2023 12:55,05/05/2023 12:59,IP Address,187.190.28.255,100,265,True,05/05/2023 12:59,R_3ozT4R69LEHLgYV,,,,,19.4968,-99.1088,anonymous,ES,Clase media-alta,Estudiante,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 9.1 y 11 %,Licenciatura,Hombre,Entre 18 y 30 años,Nunca tocamos ese tema,Salarios que pagan los familiares o amigos,,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Es confiable,Por desconfianza,"Cuando los salarios que pagan los vecinos se incrementan o se reducen,Cuando me entero que hay una modificación en los salarios mínimos,Cuando considero que los salarios se han estancado en relación con la inflación  observada","Acepta o rechaza la propuesta de trabajo que usted le hace,Negocia con usted el salario a recibir,Ella establece los días, horas y el horario",De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Transporte,Aguinaldo,Atención médica en caso de accidentes,Préstamos personales,Apoyos educativos","Si, porque cobija a mis empleadas",Si los trámites son sencillos
05/05/2023 13:10,05/05/2023 13:14,IP Address,187.190.28.255,100,276,True,05/05/2023 13:14,R_3plmp9mTvn5QSAr,,,,,19.4968,-99.1088,anonymous,ES,Clase media-alta,Estudiante,,Trabajador en actividades elementales y de apoyo,Ciudad de Puebla o área conurbada,,Entre el 3.1 y el 5%,Preparatoria,Hombre,Entre 18 y 30 años,"Si, pero solo cuando se trata de familiares o amigos","Salarios que pagan los familiares o amigos,Salario mínimo,Inflación observada en los últimos meses,Ingresos de los miembros del hogar",,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,Hace más de lo que se le pide,Por una caída en los ingresos del hogar,Cuando los salarios que pagan los vecinos se incrementan o se reducen,Negocia con usted el salario a recibir,Cuando contrata a una nueva empleada,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido,Me buscan y ofrecen sus servicios","Recomendaciones de conocidos,Tareas que puede realizar,Personalidad y apariencia",Recomendaciones de vecinos​,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,Una o más comidas al día,"No, porque no brindan un buen servicio",Si me obligan por ley
05/05/2023 13:14,05/05/2023 13:20,IP Address,187.191.8.187,100,372,True,05/05/2023 13:20,R_9NbF7vuP7dNaEuZ,,,,,20.6336,-103.4555,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de Guadalajara o área conurbada,,Entre el 5.1 y el 7%,Posgrado,Hombre,Entre 51 y 60,Tanto con familiares como  con vecinos,Salarios que pagan los vecinos,,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Es discreta",Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,"Acepta o rechaza la propuesta de trabajo que usted le hace,Ella establece los días, horas y el horario",Cada cierto número de meses,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Tareas que puede realizar,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones verbales de ex-empleadas,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Aguinaldo","Si, porque cobija a mis empleadas","Si los trámites son sencillos,Sin condicionamiento alguno,Si me obligan por ley"
05/05/2023 13:16,05/05/2023 13:24,IP Address,187.190.204.168,100,475,True,05/05/2023 13:24,R_1mxvglV6Csam3iO,,,,,19.3986,-99.0255,anonymous,ES,Clase media-alta,Estudiante,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Mujer,Entre 18 y 30 años,Nunca tocamos ese tema,Salarios que pagan los familiares o amigos,,Algún familiar o amigo,No lo sabe,Relacionado a sus cualificaciones y desempeño laboral,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,Cuando no logra encontrar a la empleada de su conveniencia,Acepta o rechaza la propuesta de trabajo que usted le hace,De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,Ninguna,"Si, porque cobija a mis empleadas","Si los trámites son sencillos,Si me obligan por ley"
05/05/2023 13:50,05/05/2023 13:56,IP Address,187.190.28.255,100,380,True,05/05/2023 13:56,R_3oSyyVfuZljo17m,,,,,19.4968,-99.1088,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 7.1 y el 9%,Licenciatura,Mujer,Entre 51 y 60,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los vecinos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,Es confiable,Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Transporte,Aguinaldo","No, porque no me alcanza para pagarlo","Si no tuviera que pagar la cuota patronal correspondiente,Si no tuviera que pagar liquidaciones laborales"
05/05/2023 13:51,05/05/2023 13:56,IP Address,201.175.203.86,100,276,True,05/05/2023 13:56,R_2TZSjQ1SCD1z5dj,,,,,19.2018,-96.1295,anonymous,ES,Clase media-alta,Administra un negocio con empleados,,"Funcionario, director o jefe",Ciudad de México o área conurbada,,Entre el 7.1 y el 9%,Preparatoria,Hombre,Entre 51 y 60,Nunca tocamos ese tema,Salarios que pagan los familiares o amigos,,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,Es dedicada,Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,Al inicio de cada año,Me buscan y ofrecen sus servicios,Su edad,Recomendaciones de mis amigos y familiares,De planta (pernocta en el hogar) (mas de 48 horas),Una sola,Alojamiento,"Si, porque cobija a mis empleadas",A cambio de reducir su salario
05/05/2023 14:59,05/05/2023 15:02,IP Address,187.189.214.241,100,197,True,05/05/2023 15:02,R_2fg4aMFX7102Dbz,,,,,19.4846,-99.1093,anonymous,ES,Clase media-alta,Estudiante,,Trabajador en actividades elementales y de apoyo,Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Mujer,Entre 18 y 30 años,Nunca tocamos ese tema,Inflación observada en los últimos meses,,Algún familiar o amigo,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Es confiable,Nunca ha ocurrido,Cuando me entero que hay una modificación en los salarios mínimos,"Ella establece los días, horas y el horario",Al inicio de cada año,"Le pregunto a trabajadores conocido,Me buscan y ofrecen sus servicios","Su edad,Recomendaciones de conocidos,Tareas que puede realizar,Experiencia laboral",Cartas de recomendación de desconocidos,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,Alojamiento,"Si, porque cobija a mis empleadas",Si los trámites son sencillos
05/05/2023 15:23,05/05/2023 15:33,IP Address,189.238.149.18,100,611,True,05/05/2023 15:33,R_1gLT6xvQgAt22zz,,,,,17.8378,-93.3834,anonymous,ES,Clase media-alta,Quehaceres del hogar,,Trabajador auxiliar en actividad administrativa,Otra ciudad,,Entre el 3.1 y el 5%,Licenciatura,Mujer,Entre 41 y 50 años,Nunca tocamos ese tema,Inflación observada en los últimos meses,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Es discreta",Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,Cada cierto número de meses,Le pregunto a trabajadores conocido,Tareas que puede realizar,Recomendaciones verbales de ex-empleadas,De planta (pernocta en el hogar) (mas de 48 horas),Una sola,"Alojamiento,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes,Préstamos personales","No, porque no brindan un buen servicio","Si lleva trabajando varios años con usted,Si no tuviera que pagar la cuota patronal correspondiente"
05/05/2023 16:20,05/05/2023 16:30,IP Address,187.190.165.170,100,575,True,05/05/2023 16:30,R_1GBwNLESqUT7Mox,,,,,19.407,-99.045,anonymous,ES,Clase media-alta,Estudiante,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 5.1 y el 7%,Preparatoria,Mujer,Entre 18 y 30 años,Tanto con familiares como  con vecinos,Salarios que pagan los vecinos,,Algún familiar o amigo,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Es dedicada,Es respetuosa","Por una caída en los ingresos del hogar,Por desconfianza",Cuando los salarios que pagan los vecinos se incrementan o se reducen,"Ella sugiere su salario,Negocia con usted el salario a recibir","De forma irregular,Cuando contrata a una nueva empleada","Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,"Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",Entre 3 y 4 días a la semana (15- 34 horas),Una sola,Una o más comidas al día,"Si, porque cobija a mis empleadas","Si los trámites son sencillos,Si lleva trabajando varios años con usted,Si la empleada fuera de tiempo completo"
05/05/2023 16:33,05/05/2023 16:40,IP Address,200.68.137.159,100,412,True,05/05/2023 16:40,R_ANm70z6qxIuuazL,,,,,19.4326,-99.1332,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Otra ciudad,,Entre el 9.1 y 11 %,Posgrado,Mujer,Entre 41 y 50 años,"Si, pero solo cuando se trata de familiares o amigos",Inflación observada en los últimos meses,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,"Ella establece los días, horas y el horario",Cada cierto número de meses,"Le pregunto a vecinos, amigos o familiares","Tareas que puede realizar,Personalidad y apariencia,Experiencia laboral",Recomendaciones verbales de familiares de la empleada,Entre 3 y 4 días a la semana (15- 34 horas),Dos,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes,Préstamos personales","Si, porque cobija a mis empleadas","Si lleva trabajando varios años con usted,Ya la registré o ya está inscrita por el empleador de su cónyuge"
05/05/2023 16:43,05/05/2023 17:01,IP Address,187.201.252.190,100,1096,True,05/05/2023 17:01,R_1E7iqNHMrDt4bgM,,,,,20.7495,-103.4651,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Ciudad de Guadalajara o área conurbada,,Entre el 1 y el 3 %,Posgrado,Mujer,Entre 51 y 60,Nunca tocamos ese tema,Salario mínimo,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,"Vinculado  a su antigüedad,Justo en tanto que es lo que usted puede pagar","Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,"Cuando me entero que hay una modificación en los salarios mínimos,Cuando considero que los salarios se han estancado en relación con la inflación  observada","Ella establece los días, horas y el horario",Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones verbales de ex-empleadas,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Una sola,"Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","Si, porque cobija a mis empleadas",Si la empleada fuera de tiempo completo
05/05/2023 18:30,05/05/2023 18:37,IP Address,187.191.8.43,100,442,True,05/05/2023 18:37,R_tDRrxpLiyLMgX1T,,,,,20.7495,-103.4651,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de Guadalajara o área conurbada,,Entre el 7.1 y el 9%,Posgrado,Hombre,Más de 61 años,"Si, pero solo cuando se trata de vecinos",Salarios que pagan los vecinos,,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Es confiable,Por una caída en los ingresos del hogar,Cuando los salarios que pagan los vecinos se incrementan o se reducen,Acepta o rechaza la propuesta de trabajo que usted le hace,Cada cierto número de meses,Le pregunto a trabajadores conocido,Recomendaciones de conocidos,Recomendaciones verbales de familiares de la empleada,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,Una o más comidas al día,"Si, porque cobija a mis empleadas","Si los trámites son sencillos,Si lleva trabajando varios años con usted"
05/05/2023 20:19,05/05/2023 20:28,IP Address,187.144.183.224,100,578,True,05/05/2023 20:28,R_1hQCJeLNz7HQHez,,,,,20.6326,-103.4122,anonymous,ES,Clase media-alta,Otro,Profesor investigador ,"Funcionario, director o jefe",Ciudad de Guadalajara o área conurbada,,Entre el 5.1 y el 7%,Posgrado,Hombre,Más de 61 años,"Si, pero solo cuando se trata de familiares o amigos",Salario mínimo,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Realiza en tiempo y forma las tareas asignadas,Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,"Ella establece los días, horas y el horario",Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Transporte,IMSS,Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","No, porque la empleada no lo valora",Si la empleada fuera de tiempo completo
06/05/2023 06:33,06/05/2023 06:38,IP Address,189.238.154.33,100,258,True,06/05/2023 06:38,R_1kYdemahfCi52m8,,,,,17.8378,-93.3834,anonymous,ES,Clase media-alta,Trabajador por cuenta propia,,"Funcionario, director o jefe",Otra ciudad,,Entre el 1 y el 3 %,Licenciatura,Mujer,Entre 41 y 50 años,"Si, pero solo cuando se trata de vecinos",Inflación observada en los últimos meses,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Es respetuosa",Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Negocia con usted el salario a recibir,De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,"Una o más comidas al día,Aguinaldo,Préstamos personales","No, porque incentiva demandas laborales injustificadas",Si los trámites son sencillos
06/05/2023 07:34,06/05/2023 07:46,IP Address,200.68.172.46,100,696,True,06/05/2023 07:46,R_1dLbOO8LR4IMef7,,,,,19.4342,-99.0559,anonymous,ES,Clase media-alta,Trabajador por cuenta propia,,"Funcionario, director o jefe",Otra ciudad,,Entre el 1 y el 3 %,Preparatoria,Mujer,Más de 61 años,Tanto con familiares como  con vecinos,Salario mínimo,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Realiza en tiempo y forma las tareas asignadas,Nunca ha ocurrido,Cuando me entero que hay una modificación en los salarios mínimos,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Experiencia laboral,Ninguna,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Alojamiento,IMSS,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes","Si, porque cobija a mis empleadas",Sin condicionamiento alguno
